"Varenr";"Vare_ID";"Variant_ID";"Stregkode";"Variant";"Variant_type";"Variant_tekst"
"CCH1101-339";"77848";"77853";"5712116511930";"XL";".";"Coster Copenhagen - V-neck t-shirt CC HEART Coffee - XL"
"CCH1101-339";"77848";"77849";"5712116511893";"XS";".";"Coster Copenhagen - V-neck t-shirt CC HEART Coffee - XS"
"CCH1101-339";"77848";"77854";"5712116511947";"XXL";".";"Coster Copenhagen - V-neck t-shirt CC HEART Coffee - XXL"
"WL887-798";"77896";"77905";"5713326310849";"36";".";"Woden - Sneakers Rose Nylon Oat Meal - 36"
"WL887-798";"77896";"77906";"5713326310856";"37";".";"Woden - Sneakers Rose Nylon Oat Meal - 37"
"WL887-798";"77896";"77907";"5713326310863";"38";".";"Woden - Sneakers Rose Nylon Oat Meal - 38"
"WL887-798";"77896";"77908";"5713326310870";"39";".";"Woden - Sneakers Rose Nylon Oat Meal - 39"
"WL887-798";"77896";"77909";"5713326310887";"40";".";"Woden - Sneakers Rose Nylon Oat Meal - 40"
"WL887-798";"77896";"77910";"5713326310894";"41";".";"Woden - Sneakers Rose Nylon Oat Meal - 41"
"213-7747-476";"78079";"78082";"5713541114888";"38-40";".";"Zoey - Bluse Felicity Navy mix - 38/40"
"213-7747-476";"78079";"78083";"5713541114895";"42-44";".";"Zoey - Bluse Felicity Navy mix - 42/44"
"213-7747-476";"78079";"78084";"5713541114901";"46-48";".";"Zoey - Bluse Felicity Navy mix - 46/48"
"213-7747-476";"78079";"78085";"5713541114918";"50-52";".";"Zoey - Bluse Felicity Navy mix - 50/52"
"2201122Dotprint";"78139";"78143";"5714185201859";"L";".";"Costamani - Bluse Merle Dot print - L"
"2201122Dotprint";"78139";"78142";"5714185201842";"M";".";"Costamani - Bluse Merle Dot print - M"
"2201122Dotprint";"78139";"78141";"5714185201835";"S";".";"Costamani - Bluse Merle Dot print - S"
"2201122Dotprint";"78139";"78144";"5714185201866";"XL";".";"Costamani - Bluse Merle Dot print - XL"
"2201122Dotprint";"78139";"78140";"5714185201828";"XS";".";"Costamani - Bluse Merle Dot print - XS"
"2201404Paisley";"78147";"78151";"5714185208872";"L";".";"Costamani - Bukser Liva Paisley - L"
"2201404Paisley";"78147";"78150";"5714185208865";"M";".";"Costamani - Bukser Liva Paisley - M"
"2201404Paisley";"78147";"78149";"5714185208858";"S";".";"Costamani - Bukser Liva Paisley - S"
"2201404Paisley";"78147";"78152";"5714185208889";"XL";".";"Costamani - Bukser Liva Paisley - XL"
"2201404Paisley";"78147";"78148";"5714185208841";"XS";".";"Costamani - Bukser Liva Paisley - XS"
"2201803Offwhitedot";"78154";"78158";"5714185248229";"L";".";"Costamani - Nederdel Merle Off white with brown dot - L"
"2201803Offwhitedot";"78154";"78157";"5714185248212";"M";".";"Costamani - Nederdel Merle Off white with brown dot - M"
"2201803Offwhitedot";"78154";"78156";"5714185248205";"S";".";"Costamani - Nederdel Merle Off white with brown dot - S"
"2201803Offwhitedot";"78154";"78159";"5714185248236";"XL";".";"Costamani - Nederdel Merle Off white with brown dot - XL"
"2201803Offwhitedot";"78154";"78155";"5714185248199";"XS";".";"Costamani - Nederdel Merle Off white with brown dot - XS"
"2201130Dustyrose";"78161";"78165";"5714185201316";"L";".";"Costamani - Bluse Agnes s/s Dusty rose - L"
"2201130Dustyrose";"78161";"78164";"5714185201309";"M";".";"Costamani - Bluse Agnes s/s Dusty rose - M"
"2201130Dustyrose";"78161";"78163";"5714185201293";"S";".";"Costamani - Bluse Agnes s/s Dusty rose - S"
"2201130Dustyrose";"78161";"78166";"5714185201323";"XL";".";"Costamani - Bluse Agnes s/s Dusty rose - XL"
"2201130Dustyrose";"78161";"78162";"5714185201286";"XS";".";"Costamani - Bluse Agnes s/s Dusty rose - XS"
"2201130Sand";"78170";"78174";"5714185243392";"L";".";"Costamani - Bluse Agnes s/s Sand - L"
"2201130Sand";"78170";"78173";"5714185243385";"M";".";"Costamani - Bluse Agnes s/s Sand - M"
"2201130Sand";"78170";"78172";"5714185243378";"S";".";"Costamani - Bluse Agnes s/s Sand - S"
"2201130Sand";"78170";"78175";"5714185243408";"XL";".";"Costamani - Bluse Agnes s/s Sand - XL"
"2201130Sand";"78170";"78171";"5714185243361";"XS";".";"Costamani - Bluse Agnes s/s Sand - XS"
"2201152Blue";"78178";"78182";"5714185250857";"L";".";"Costamani - Lang skjorte Bea Oversize Blue - L"
"2201152Blue";"78178";"78181";"5714185250840";"M";".";"Costamani - Lang skjorte Bea Oversize Blue - M"
"2201152Blue";"78178";"78180";"5714185250833";"S";".";"Costamani - Lang skjorte Bea Oversize Blue - S"
"2201152Blue";"78178";"78183";"5714185250864";"XL";".";"Costamani - Lang skjorte Bea Oversize Blue - XL"
"2201152Blue";"78178";"78186";"5714185250871";"XXL";".";"Costamani - Lang skjorte Bea Oversize Blue - XXL"
"2201152white";"78188";"78191";"5714185250765";"L";".";"Costamani - Lang skjorte Bea Oversize White - L"
"2201152white";"78188";"78190";"5714185250758";"M";".";"Costamani - Lang skjorte Bea Oversize White - M"
"2201152white";"78188";"78189";"5714185250741";"S";".";"Costamani - Lang skjorte Bea Oversize White - S"
"2201152white";"78188";"78192";"5714185250772";"XL";".";"Costamani - Lang skjorte Bea Oversize White - XL"
"2201152white";"78188";"78193";"EAN78193";"XXL";".";"Costamani - Lang skjorte Bea Oversize White - XXL"
"ELISA-NAPLAK LATTE";"78198";"78199";"5711225019306";"36";".";"Bukela - Sandaler Eliza Naplak Latte - 36"
"ELISA-NAPLAK LATTE";"78198";"78200";"5711225019313";"37";".";"Bukela - Sandaler Eliza Naplak Latte - 37"
"ELISA-NAPLAK LATTE";"78198";"78201";"5711225019320";"38";".";"Bukela - Sandaler Eliza Naplak Latte - 38"
"ELISA-NAPLAK LATTE";"78198";"78202";"5711225019337";"39";".";"Bukela - Sandaler Eliza Naplak Latte - 39"
"ELISA-NAPLAK LATTE";"78198";"78203";"5711225019283";"40";".";"Bukela - Sandaler Eliza Naplak Latte - 40"
"ELISA-NAPLAK LATTE";"78198";"78204";"5711225019290";"41";".";"Bukela - Sandaler Eliza Naplak Latte - 41"
"10166828-7311";"78222";"78223";"7613138375303";"38";".";"Triumph - Essential minimizer hipster X Provincial Blue - 38"
"10166828-7311";"78222";"78224";"7613138375310";"40";".";"Triumph - Essential minimizer hipster X Provincial Blue - 40"
"10166828-7311";"78222";"78225";"7613138375327";"42";".";"Triumph - Essential minimizer hipster X Provincial Blue - 42"
"10166828-7311";"78222";"78226";"7613138375334";"44";".";"Triumph - Essential minimizer hipster X Provincial Blue - 44"
"10166828-7311";"78222";"78227";"7613138375341";"46";".";"Triumph - Essential minimizer hipster X Provincial Blue - 46"
"10166830-7311";"78229";"78230";"7613138380222";"C80";".";"Triumph - Essential Minimizer W X Provincial Blue - C80"
"10166830-7311";"78229";"78231";"7613138380239";"C85";".";"Triumph - Essential Minimizer W X Provincial Blue - C85"
"10166830-7311";"78229";"78232";"7613138380246";"C90";".";"Triumph - Essential Minimizer W X Provincial Blue - C90"
"10166830-7311";"78229";"78233";"7613138380284";"D80";".";"Triumph - Essential Minimizer W X Provincial Blue - D80"
"10166830-7311";"78229";"78234";"7613138380291";"D85";".";"Triumph - Essential Minimizer W X Provincial Blue - D85"
"10166830-7311";"78229";"78235";"7613138380307";"D90";".";"Triumph - Essential Minimizer W X Provincial Blue - D90"
"10166830-7311";"78229";"78236";"7613138380345";"E80";".";"Triumph - Essential Minimizer W X Provincial Blue - E80"
"10166830-7311";"78229";"78237";"7613138380352";"E85";".";"Triumph - Essential Minimizer W X Provincial Blue - E85"
"10166830-7311";"78229";"78238";"7613138380369";"E90";".";"Triumph - Essential Minimizer W X Provincial Blue - E90"
"10166830-7311";"78229";"78239";"7613138380406";"F80";".";"Triumph - Essential Minimizer W X Provincial Blue - F80"
"10166830-7311";"78229";"78240";"7613138380413";"F85";".";"Triumph - Essential Minimizer W X Provincial Blue - F85"
"10166830-7311";"78229";"78241";"7613138380420";"F90";".";"Triumph - Essential Minimizer W X Provincial Blue - F90"
"7248-1980-704";"78243";"78248";"5713563827490";"L";".";"Luxzuz One Two - Vest LOA Sandhill - L"
"7248-1980-704";"78243";"78247";"5713563827483";"M";".";"Luxzuz One Two - Vest LOA Sandhill - M"
"7248-1980-704";"78243";"78246";"5713563827476";"S";".";"Luxzuz One Two - Vest LOA Sandhill - S"
"7248-1980-704";"78243";"78249";"5713563827506";"XL";".";"Luxzuz One Two - Vest LOA Sandhill - XL"
"7248-1980-704";"78243";"78250";"5713563827513";"XXL";".";"Luxzuz One Two - Vest LOA Sandhill - XXL"
"7248-1980-999";"78267";"78270";"5713563826301";"L";".";"Luxzuz One Two - Vest LOA Black - L"
"7248-1980-999";"78267";"78269";"5713563826295";"M";".";"Luxzuz One Two - Vest LOA Black - M"
"7248-1980-999";"78267";"78268";"5713563826288";"S";".";"Luxzuz One Two - Vest LOA Black - S"
"7248-1980-999";"78267";"78271";"5713563826318";"XL";".";"Luxzuz One Two - Vest LOA Black - XL"
"7248-1980-999";"78267";"78272";"EAN78272";"XXL";".";"Luxzuz One Two - Vest LOA Black - XXL"
"3083-1018-575";"78275";"78278";"5713563821320";"L";".";"Luxzuz One Two - Bukser Oline Navy - L"
"3083-1018-575";"78275";"78277";"5713563821313";"M";".";"Luxzuz One Two - Bukser Oline Navy - M"
"3083-1018-575";"78275";"78276";"5713563821306";"S";".";"Luxzuz One Two - Bukser Oline Navy - S"
"3083-1018-575";"78275";"78279";"5713563821337";"XL";".";"Luxzuz One Two - Bukser Oline Navy - XL"
"3083-1018-575";"78275";"78280";"5713563821344";"XXL";".";"Luxzuz One Two - Bukser Oline Navy - XXL"
"4817-1018-316";"78293";"78296";"5713563805221";"L";".";"Luxux One Two - Kjole Kikanto Fandango Pink - L"
"4817-1018-316";"78293";"78295";"5713563805214";"M";".";"Luxux One Two - Kjole Kikanto Fandango Pink - M"
"4817-1018-316";"78293";"78294";"5713563805207";"S";".";"Luxux One Two - Kjole Kikanto Fandango Pink - S"
"4817-1018-316";"78293";"78297";"5713563805238";"XL";".";"Luxux One Two - Kjole Kikanto Fandango Pink - XL"
"4817-1018-316";"78293";"78298";"5713563805245";"XXL";".";"Luxux One Two - Kjole Kikanto Fandango Pink - XXL"
"4817-1018-553";"78303";"78306";"5713563805368";"L";".";"Luxzuz One Two - Kjole Kikanto Granada Sky - L"
"4817-1018-553";"78303";"78305";"5713563805351";"M";".";"Luxzuz One Two - Kjole Kikanto Granada Sky - M"
"4817-1018-553";"78303";"78304";"5713563805344";"S";".";"Luxzuz One Two - Kjole Kikanto Granada Sky - S"
"4817-1018-553";"78303";"78307";"5713563805375";"XL";".";"Luxzuz One Two - Kjole Kikanto Granada Sky - XL"
"4817-1018-553";"78303";"78308";"5713563805382";"XXL";".";"Luxzuz One Two - Kjole Kikanto Granada Sky - XXL"
"4950-1018-316";"78322";"78324";"5713563821542";"L-XL";".";"Luxzuz One Two - Kjole Olefine Fandango Pink - L/XL"
"4950-1018-316";"78322";"78323";"5713563821535";"S-M";".";"Luxzuz One Two - Kjole Olefine Fandango Pink - S/M"
"4950-1018-901";"78331";"78333";"5713563821900";"L-XL";".";"Luxux One Two - Kjole Olefine White - L/XL"
"4950-1018-901";"78331";"78332";"5713563821894";"S-M";".";"Luxux One Two - Kjole Olefine White - S/M"
"4952-1018-553";"78352";"78357";"5713563811314";"L";".";"Luxux One Two - Lang skjorte Osa Granada Sky - L"
"4952-1018-553";"78352";"78354";"5713563811307";"M";".";"Luxux One Two - Lang skjorte Osa Granada Sky - M"
"4952-1018-553";"78352";"78353";"5713563811291";"S";".";"Luxux One Two - Lang skjorte Osa Granada Sky - S"
"4952-1018-553";"78352";"78358";"5713563811321";"XL";".";"Luxux One Two - Lang skjorte Osa Granada Sky - XL"
"4952-1018-553";"78352";"78359";"5713563811338";"XXL";".";"Luxux One Two - Lang skjorte Osa Granada Sky - XXL"
"4952-1018-618";"78361";"78364";"5713563811529";"L";".";"Luxux One Two - Lang skjorte Osa Emerald green - L"
"4952-1018-618";"78361";"78363";"5713563811512";"M";".";"Luxux One Two - Lang skjorte Osa Emerald green - M"
"4952-1018-618";"78361";"78362";"5713563811505";"S";".";"Luxux One Two - Lang skjorte Osa Emerald green - S"
"4952-1018-618";"78361";"78365";"5713563811536";"XL";".";"Luxux One Two - Lang skjorte Osa Emerald green - XL"
"4952-1018-618";"78361";"78366";"5713563811543";"XXL";".";"Luxux One Two - Lang skjorte Osa Emerald green - XXL"
"7229-1018-316";"78370";"78373";"5713563812991";"L";".";"Luxzuz One Two - Bluse Helily Fandango Pink - L"
"7229-1018-316";"78370";"78372";"5713563812984";"M";".";"Luxzuz One Two - Bluse Helily Fandango Pink - M"
"7229-1018-316";"78370";"78371";"5713563812977";"S";".";"Luxzuz One Two - Bluse Helily Fandango Pink - S"
"7229-1018-316";"78370";"78374";"5713563813004";"XL";".";"Luxzuz One Two - Bluse Helily Fandango Pink - XL"
"7229-1018-316";"78370";"78375";"5713563813011";"XXL";".";"Luxzuz One Two - Bluse Helily Fandango Pink - XXL"
"7229-1018-553";"78379";"78382";"5713563813134";"L";".";"Luxux One Two - Bluse Helily Granada Sky - L"
"7229-1018-553";"78379";"78381";"5713563813127";"M";".";"Luxux One Two - Bluse Helily Granada Sky - M"
"7229-1018-553";"78379";"78380";"5713563813110";"S";".";"Luxux One Two - Bluse Helily Granada Sky - S"
"7229-1018-553";"78379";"78383";"5713563813141";"XL";".";"Luxux One Two - Bluse Helily Granada Sky - XL"
"7229-1018-553";"78379";"78384";"5713563813158";"XXL";".";"Luxux One Two - Bluse Helily Granada Sky - XXL"
"7229-1018-618";"78388";"78391";"5713563813271";"L";".";"Luxux One Two - Bluse Helily Emerald green - L"
"7229-1018-618";"78388";"78390";"5713563813264";"M";".";"Luxux One Two - Bluse Helily Emerald green - M"
"7229-1018-618";"78388";"78389";"5713563813257";"S";".";"Luxux One Two - Bluse Helily Emerald green - S"
"7229-1018-618";"78388";"78392";"5713563813288";"XL";".";"Luxux One Two - Bluse Helily Emerald green - XL"
"7229-1018-618";"78388";"78393";"5713563813295";"XXL";".";"Luxux One Two - Bluse Helily Emerald green - XXL"
"7418-1018-901";"78397";"78400";"5713563817125";"L";".";"Luxux One Two - Skjorte Oktavia White - L"
"7418-1018-901";"78397";"78399";"5713563817118";"M";".";"Luxux One Two - Skjorte Oktavia White - M"
"7418-1018-901";"78397";"78398";"5713563817101";"S";".";"Luxux One Two - Skjorte Oktavia White - S"
"7418-1018-901";"78397";"78401";"5713563817132";"XL";".";"Luxux One Two - Skjorte Oktavia White - XL"
"7418-1018-901";"78397";"78402";"5713563817149";"XXL";".";"Luxux One Two - Skjorte Oktavia White - XXL"
"112992Brightwhite";"78406";"78409";"5713837218269";"L";".";"Free|quent - Højtaljet denim jeans i stretch Bright white - L"
"112992Brightwhite";"78406";"78408";"5713837218276";"M";".";"Free|quent - Højtaljet denim jeans i stretch Bright white - M"
"112992Brightwhite";"78406";"78407";"5713837218283";"S";".";"Free|quent - Højtaljet denim jeans i stretch Bright white - S"
"112992Brightwhite";"78406";"78410";"5713837218290";"XL";".";"Free|quent - Højtaljet denim jeans i stretch Bright white - XL"
"112992Brightwhite";"78406";"78411";"5713837218313";"XXL";".";"Free|quent - Højtaljet denim jeans i stretch Bright white - XXL"
"112992Lightblue";"78413";"78416";"5713837218382";"L";".";"Free|quent - Højtaljet Shantal denim jeans i stretch Blue - L"
"112992Lightblue";"78413";"78415";"5713837218399";"M";".";"Free|quent - Højtaljet Shantal denim jeans i stretch Blue - M"
"112992Lightblue";"78413";"78414";"5713837218405";"S";".";"Free|quent - Højtaljet Shantal denim jeans i stretch Blue - S"
"112992Lightblue";"78413";"78417";"5713837218412";"XL";".";"Free|quent - Højtaljet Shantal denim jeans i stretch Blue - XL"
"112992Lightblue";"78413";"78418";"5713837218436";"XXL";".";"Free|quent - Højtaljet Shantal denim jeans i stretch Blue - XXL"
"126973Vintageblue";"78422";"78430";"5715167552211";"27";".";"Free|quent - Jeans Harlow Vintage blue - 27"
"126973Vintageblue";"78422";"78423";"5715167552228";"28";".";"Free|quent - Jeans Harlow Vintage blue - 28"
"126973Vintageblue";"78422";"78424";"5715167552235";"29";".";"Free|quent - Jeans Harlow Vintage blue - 29"
"126973Vintageblue";"78422";"78425";"5715167552242";"30";".";"Free|quent - Jeans Harlow Vintage blue - 30"
"126973Vintageblue";"78422";"78426";"5715167552259";"31";".";"Free|quent - Jeans Harlow Vintage blue - 31"
"126973Vintageblue";"78422";"78427";"5715167552266";"32";".";"Free|quent - Jeans Harlow Vintage blue - 32"
"126973Vintageblue";"78422";"78431";"5715167552273";"33";".";"Free|quent - Jeans Harlow Vintage blue - 33"
"125827Mistyjade";"78549";"78552";"5715167662545";"L";".";"Free|quent - Kjole Checkster Misty jade mix - L"
"125827Mistyjade";"78549";"78551";"5715167662552";"M";".";"Free|quent - Kjole Checkster Misty jade mix - M"
"125827Mistyjade";"78549";"78550";"5715167662569";"S";".";"Free|quent - Kjole Checkster Misty jade mix - S"
"125827Mistyjade";"78549";"78553";"5715167662576";"XL";".";"Free|quent - Kjole Checkster Misty jade mix - XL"
"125827Mistyjade";"78549";"78554";"5715167662590";"XXL";".";"Free|quent - Kjole Checkster Misty jade mix - XXL"
"1020-1-14Blue";"78572";"78573";"5740010600146";"W36-L78";".";"ASP Jeans - Jeans NET Blue - W36/L78"
"1020-1-14Blue";"78572";"78574";"5740010600153";"W38-L78";".";"ASP Jeans - Jeans NET Blue - W38/L78"
"1020-1-14Blue";"78572";"78575";"5740010600214";"W38-L84";".";"ASP Jeans - Jeans NET Blue - W38/L84"
"1020-1-14Blue";"78572";"78576";"5740010600160";"W40-L78";".";"ASP Jeans - Jeans NET Blue - W40/L78"
"1020-1-14Blue";"78572";"78577";"5740010600221";"W40-L84";".";"ASP Jeans - Jeans NET Blue - W40/L84"
"1020-1-14Blue";"78572";"78578";"5740010600177";"W42-L78";".";"ASP Jeans - Jeans NET Blue - W42/L78"
"1020-1-14Blue";"78572";"78579";"5740010600238";"W42-L84";".";"ASP Jeans - Jeans NET Blue - W42/L84"
"1020-1-14Blue";"78572";"78580";"5740010600184";"W44-L78";".";"ASP Jeans - Jeans NET Blue - W44/L78"
"1020-1-14Blue";"78572";"78581";"5740010600245";"W44-L84";".";"ASP Jeans - Jeans NET Blue - W44/L84"
"1020-1-14Blue";"78572";"78582";"5740010600191";"W46-L78";".";"ASP Jeans - Jeans NET Blue - W46/L78"
"1050-1-14bLUE";"78589";"78590";"5740010603130";"W36-L78";".";"ASP Jeans - Jeans LIV Blue - W36/L78"
"1050-1-14bLUE";"78589";"78591";"5740010603147";"W38-L78";".";"ASP Jeans - Jeans LIV Blue - W38/L78"
"1050-1-14bLUE";"78589";"78592";"5740010603239";"W38-L84";".";"ASP Jeans - Jeans LIV Blue - W38/L84"
"1050-1-14bLUE";"78589";"78593";"5740010603154";"W40-L78";".";"ASP Jeans - Jeans LIV Blue - W40/L78"
"1050-1-14bLUE";"78589";"78594";"5740010603246";"W40-L84";".";"ASP Jeans - Jeans LIV Blue - W40/L84"
"1050-1-14bLUE";"78589";"78595";"5740010603161";"W42-L78";".";"ASP Jeans - Jeans LIV Blue - W42/L78"
"1050-1-14bLUE";"78589";"78596";"5740010603253";"W42-L84";".";"ASP Jeans - Jeans LIV Blue - W42/L84"
"1050-1-14bLUE";"78589";"78597";"5740010603178";"W44-L78";".";"ASP Jeans - Jeans LIV Blue - W44/L78"
"1050-1-14bLUE";"78589";"78598";"5740010603260";"W44-L84";".";"ASP Jeans - Jeans LIV Blue - W44/L84"
"1050-1-14bLUE";"78589";"78599";"5740010603185";"W46-L78";".";"ASP Jeans - Jeans LIV Blue - W46/L78"
"1030-1-13midblue";"78603";"78604";"5740010602997";"W36-L80";".";"ASP Jeans - Jeans New Elis Mid blue - W36/L80"
"1030-1-13midblue";"78603";"78606";"5740010603000";"W38-L80";".";"ASP Jeans - Jeans New Elis Mid blue - W38/L80"
"1030-1-13midblue";"78603";"78607";"5740010603079";"W38-L86";".";"ASP Jeans - Jeans New Elis Mid blue - W38/L86"
"1030-1-13midblue";"78603";"78608";"5740010603017";"W40-L80";".";"ASP Jeans - Jeans New Elis Mid blue - W40/L80"
"1030-1-13midblue";"78603";"78609";"5740010603086";"W40-L86";".";"ASP Jeans - Jeans New Elis Mid blue - W40/L86"
"1030-1-13midblue";"78603";"78610";"5740010603024";"W42-L80";".";"ASP Jeans - Jeans New Elis Mid blue - W42/L80"
"1030-1-13midblue";"78603";"78611";"5740010603093";"W42-L86";".";"ASP Jeans - Jeans New Elis Mid blue - W42/L86"
"1030-1-13midblue";"78603";"78612";"5740010603031";"W44-L80";".";"ASP Jeans - Jeans New Elis Mid blue - W44/L80"
"1030-1-13midblue";"78603";"78613";"5740010603109";"W44-L86";".";"ASP Jeans - Jeans New Elis Mid blue - W44/L86"
