"Varenr";"Vare_ID";"Variant_ID";"Stregkode";"Variant";"Variant_type";"Variant_tekst"
"6722Hårelastik";"76349";"76369";"5715077032827";"STEEL-GOLD";".";"Black Colour - Hårelastik Kally SOMMER - Steel gold"
"6722Hårelastik";"76349";"76370";"5715077003605";"SUN-YELLOW";".";"Black Colour - Hårelastik Kally SOMMER - Sun yellow"
"6722Hårelastik";"76349";"76371";"5715077050838";"TURQUOISE-GLITTER";".";"Black Colour - Hårelastik Kally SOMMER - Turquoise glitter"
"6722Hårelastik";"76349";"76372";"5715077066907";"WHITE-INDIGO";".";"Black Colour - Hårelastik Kally SOMMER - White indigo"
"6722Hårelastik";"76349";"85506";"5715077078405";"YELLOW-GOLD";".";"Black Colour - Hårelastik Kally SOMMER - Yellow gold"
"2201107Dustyrose";"76381";"76385";"5714185197893";"L";".";"Costamani - Skjorte Flamingo Dusty rose - L"
"2201107Dustyrose";"76381";"76384";"5714185197886";"M";".";"Costamani - Skjorte Flamingo Dusty rose - M"
"2201107Dustyrose";"76381";"76383";"5714185197879";"S";".";"Costamani - Skjorte Flamingo Dusty rose - S"
"2201107Dustyrose";"76381";"76386";"5714185197909";"XL";".";"Costamani - Skjorte Flamingo Dusty rose - XL"
"2201107Dustyrose";"76381";"76382";"5714185197862";"XS";".";"Costamani - Skjorte Flamingo Dusty rose - XS"
"2201151Blue";"76387";"76391";"5714185246966";"L";".";"Costamani - Skjorte Nora Blue - L"
"2201151Blue";"76387";"76390";"5714185246959";"M";".";"Costamani - Skjorte Nora Blue - M"
"2201151Blue";"76387";"76389";"5714185246942";"S";".";"Costamani - Skjorte Nora Blue - S"
"2201151Blue";"76387";"76392";"5714185246973";"XL";".";"Costamani - Skjorte Nora Blue - XL"
"2201151Blue";"76387";"76388";"5714185246935";"XS";".";"Costamani - Skjorte Nora Blue - XS"
"2201304Triangle";"76393";"76397";"5714185203471";"L";".";"Costamani - Kjole Paris Triangle - L"
"2201304Triangle";"76393";"76396";"5714185203464";"M";".";"Costamani - Kjole Paris Triangle - M"
"2201304Triangle";"76393";"76395";"5714185203457";"S";".";"Costamani - Kjole Paris Triangle - S"
"2201304Triangle";"76393";"76398";"5714185203488";"XL";".";"Costamani - Kjole Paris Triangle - XL"
"2201304Triangle";"76393";"76394";"5714185203440";"XS";".";"Costamani - Kjole Paris Triangle - XS"
"115241Silverminkmelange";"76399";"76402";"5715167659286";"L";".";"Free|quent - Blazer NANNI Silver mink melange - L"
"115241Silverminkmelange";"76399";"76401";"5715167659293";"M";".";"Free|quent - Blazer NANNI Silver mink melange - M"
"115241Silverminkmelange";"76399";"76400";"5715167659309";"S";".";"Free|quent - Blazer NANNI Silver mink melange - S"
"115241Silverminkmelange";"76399";"76403";"5715167659316";"XL";".";"Free|quent - Blazer NANNI Silver mink melange - XL"
"115241Silverminkmelange";"76399";"76404";"5715167659330";"XXL";".";"Free|quent - Blazer NANNI Silver mink melange - XXL"
"126345Svampemix";"76410";"76413";"5715167576613";"L";".";"Free|quent - Jakke Slider Svampe mix - L"
"126345Svampemix";"76410";"76412";"5715167576620";"M";".";"Free|quent - Jakke Slider Svampe mix - M"
"126345Svampemix";"76410";"76411";"5715167576637";"S";".";"Free|quent - Jakke Slider Svampe mix - S"
"126345Svampemix";"76410";"76414";"5715167576644";"XL";".";"Free|quent - Jakke Slider Svampe mix - XL"
"126345Svampemix";"76410";"76415";"5715167576668";"XXL";".";"Free|quent - Jakke Slider Svampe mix - XXL"
"127491Black";"76428";"76431";"5715167883735";"L";".";"Free|quent - Bukser Perfect Black - L"
"127491Black";"76428";"76430";"5715167883742";"M";".";"Free|quent - Bukser Perfect Black - M"
"127491Black";"76428";"76429";"5715167883759";"S";".";"Free|quent - Bukser Perfect Black - S"
"127491Black";"76428";"76432";"57151675883766";"XL";".";"Free|quent - Bukser Perfect Black - XL"
"127491Black";"76428";"76433";"5715167883780";"XXL";".";"Free|quent - Bukser Perfect Black - XXL"
"127491Med.grey";"76434";"76437";"5715167883797";"L";".";"Free|quent - Bukser Perfect Med. Grey melange - L"
"127491Med.grey";"76434";"76436";"5715167883803";"M";".";"Free|quent - Bukser Perfect Med. Grey melange - M"
"127491Med.grey";"76434";"76435";"5715167883810";"S";".";"Free|quent - Bukser Perfect Med. Grey melange - S"
"127491Med.grey";"76434";"76438";"5715167883827";"XL";".";"Free|quent - Bukser Perfect Med. Grey melange - XL"
"127491Med.grey";"76434";"76439";"5715167883841";"XXL";".";"Free|quent - Bukser Perfect Med. Grey melange - XXL"
"127489Black";"76715";"76718";"5715167882936";"L";".";"Freequent - Bluse PERFECT -TEE -L/S Black - L"
"127489Black";"76715";"76717";"5715167882943";"M";".";"Freequent - Bluse PERFECT -TEE -L/S Black - M"
"127489Black";"76715";"76716";"5715167882950";"S";".";"Freequent - Bluse PERFECT -TEE -L/S Black - S"
"127489Black";"76715";"76719";"5715167882967";"XL";".";"Freequent - Bluse PERFECT -TEE -L/S Black - XL"
"127489Black";"76715";"76720";"5715167882981";"XXL";".";"Freequent - Bluse PERFECT -TEE -L/S Black - XXL"
"127489Med.grey";"76723";"76726";"5715167883056";"L";".";"Freequent - Bluse PERFECT -TEE -L/S Med. Grey - L"
"127489Med.grey";"76723";"76725";"5715167883063";"M";".";"Freequent - Bluse PERFECT -TEE -L/S Med. Grey - M"
"127489Med.grey";"76723";"76724";"5715167883070";"S";".";"Freequent - Bluse PERFECT -TEE -L/S Med. Grey - S"
"127489Med.grey";"76723";"76727";"5715167883087";"XL";".";"Freequent - Bluse PERFECT -TEE -L/S Med. Grey - XL"
"127489Med.grey";"76723";"76728";"5715167883100";"XXL";".";"Freequent - Bluse PERFECT -TEE -L/S Med. Grey - XXL"
"12012-099";"76972";"76977";"5712599057444";"one-size";".";"Depeche - Stor arbejdstaske Golden Chic  Black - One size"
"12152-184";"77051";"77052";"5712599242925";"one-size";".";"Depeche - Lille taske / Clutch Walnut - One size"
"12152-099";"77058";"77059";"5712599063056";"one-size";".";"Depeche - Lille taske / Clutch Black - One size"
"12314-099";"77066";"77067";"5712599064688";"85-CM";".";"Depeche - Smalt bælte med metal detaljer Black - 85 cm"
"12314-099";"77066";"77068";"5712599064695";"95-CM-2";".";"Depeche - Smalt bælte med metal detaljer Black - 95 cm"
"12346-184";"77073";"77074";"5712599242888";"one-size";".";"Depeche - Feminin bumbag Golden Chic Walnut - One size"
"13980-097";"77080";"77081";"5712599151326";"85-CM";".";"Depeche - Basis jeans bælte Celebration Gold - 85 cm"
"13980-097";"77080";"77082";"5712599151333";"95-CM-2";".";"Depeche - Basis jeans bælte Celebration Gold - 95 cm"
"14016-097";"77084";"77085";"5712599152255";"85-CM";".";"Depeche - Basis jeans bælte Gold - 85 cm"
"14016-097";"77084";"77086";"5712599152262";"95-CM-2";".";"Depeche - Basis jeans bælte Gold - 95 cm"
"14016-098";"77089";"77090";"5712599152231";"85-CM";".";"Depeche - Basis jeans bælte Silver - 85 cm"
"14016-098";"77089";"77091";"5712599152248";"95-CM-2";".";"Depeche - Basis jeans bælte Silver - 95 cm"
"15060-097";"77128";"77129";"5712599241713";"one-size";".";"Depeche - Crossover taske Metal Magic Gold - One size"
"15132-099";"77143";"77144";"5712599243564";"one-size";".";"Depeche - Læder hårbånd Black - One size"
"15132-181";"77146";"77147";"5712599243571";"one-size";".";"Depeche - Læder hårbånd Sky blue - One size"
"15132-182";"77149";"77150";"5712599243588";"one-size";".";"Depeche - Læder hårbånd Greenery - One size"
"G1174Black";"77164";"77167";"5715195013005";"L";".";"Gossia - Top Marcella Black - L"
"G1174Black";"77164";"77166";"5715195012992";"M";".";"Gossia - Top Marcella Black - M"
"G1174Black";"77164";"77165";"5715195012985";"S";".";"Gossia - Top Marcella Black - S"
"G1174Black";"77164";"77168";"5715195013012";"XL";".";"Gossia - Top Marcella Black - XL"
"G1174Champagne";"77170";"77173";"5715195015221";"L";".";"Gossia - Top Marcella Champagne - L"
"G1174Champagne";"77170";"77172";"5715195015214";"M";".";"Gossia - Top Marcella Champagne - M"
"G1174Champagne";"77170";"77171";"5715195015207";"S";".";"Gossia - Top Marcella Champagne - S"
"G1174Champagne";"77170";"77174";"5715195015238";"XL";".";"Gossia - Top Marcella Champagne - XL"
"G1190Black";"77176";"77179";"5715195014347";"L";".";"Gossia - Jakke GOAngle Black - L"
"G1190Black";"77176";"77178";"5715195014330";"M";".";"Gossia - Jakke GOAngle Black - M"
"G1190Black";"77176";"77177";"5715195014323";"S";".";"Gossia - Jakke GOAngle Black - S"
"G1190Black";"77176";"77180";"5715195014354";"XL";".";"Gossia - Jakke GOAngle Black - XL"
"3077-2153-739";"77186";"77189";"5713563797649";"L";".";"Luxzuz One Two - Bukser Maggi Latte - L"
"3077-2153-739";"77186";"77188";"5713563797632";"M";".";"Luxzuz One Two - Bukser Maggi Latte - M"
"3077-2153-739";"77186";"77187";"5713563797625";"S";".";"Luxzuz One Two - Bukser Maggi Latte - S"
"3077-2153-739";"77186";"77190";"5713563797656";"XL";".";"Luxzuz One Two - Bukser Maggi Latte - XL"
"3077-2153-739";"77186";"77191";"5713563797663";"XXL";".";"Luxzuz One Two - Bukser Maggi Latte - XXL"
"7407-2153-739";"77198";"77201";"5713563797717";"L";".";"Luxzuz One Two - Sweatshirt Malle Latte - L"
"7407-2153-739";"77198";"77200";"5713563797700";"M";".";"Luxzuz One Two - Sweatshirt Malle Latte - M"
"7407-2153-739";"77198";"77199";"5713563797694";"S";".";"Luxzuz One Two - Sweatshirt Malle Latte - S"
"7407-2153-739";"77198";"77202";"5713563797724";"XL";".";"Luxzuz One Two - Sweatshirt Malle Latte - XL"
"7407-2153-739";"77198";"77203";"5713563797731";"XXL";".";"Luxzuz One Two - Sweatshirt Malle Latte - XXL"
"ALINE-GRASS";"77216";"77217";"ALINE-GRASS-001";"36";".";"Bukela - Ankelstøvler Aline  Suede Grass - 36"
"ALINE-GRASS";"77216";"77218";"ALINE-GRASS-002";"37";".";"Bukela - Ankelstøvler Aline  Suede Grass - 37"
"ALINE-GRASS";"77216";"77219";"ALINE-GRASS-003";"38";".";"Bukela - Ankelstøvler Aline  Suede Grass - 38"
"ALINE-GRASS";"77216";"77220";"ALINE-GRASS-004";"39";".";"Bukela - Ankelstøvler Aline  Suede Grass - 39"
"ALINE-GRASS";"77216";"77221";"ALINE-GRASS-005";"40";".";"Bukela - Ankelstøvler Aline  Suede Grass - 40"
"ALINE-GRASS";"77216";"77222";"ALINE-GRASS-006";"41";".";"Bukela - Ankelstøvler Aline  Suede Grass - 41"
"WILLIAM-NAP-BEIGE";"77224";"77225";"WILLIAM-NAP-BEIGE-001";"36";".";"Bukela - Loafers Willam Naplak Ultra light - 36"
"WILLIAM-NAP-BEIGE";"77224";"77226";"WILLIAM-NAP-BEIGE-002";"37";".";"Bukela - Loafers Willam Naplak Ultra light - 37"
"WILLIAM-NAP-BEIGE";"77224";"77227";"WILLIAM-NAP-BEIGE-003";"38";".";"Bukela - Loafers Willam Naplak Ultra light - 38"
"WILLIAM-NAP-BEIGE";"77224";"77228";"WILLIAM-NAP-BEIGE-004";"39";".";"Bukela - Loafers Willam Naplak Ultra light - 39"
"WILLIAM-NAP-BEIGE";"77224";"77229";"WILLIAM-NAP-BEIGE-005";"40";".";"Bukela - Loafers Willam Naplak Ultra light - 40"
"WILLIAM-NAP-BEIGE";"77224";"77230";"WILLIAM-NAP-BEIGE-006";"41";".";"Bukela - Loafers Willam Naplak Ultra light - 41"
"10198780-3607";"77289";"77293";"7613138402863";"38";".";"Triumph - Amourette Charm Maxi Blue nights - 38"
"10198780-3607";"77289";"77294";"7613138402870";"40";".";"Triumph - Amourette Charm Maxi Blue nights - 40"
"10198780-3607";"77289";"77295";"7613138402887";"42";".";"Triumph - Amourette Charm Maxi Blue nights - 42"
"10198780-3607";"77289";"77296";"7613138402894";"44";".";"Triumph - Amourette Charm Maxi Blue nights - 44"
"10198780-3607";"77289";"77297";"7613138402900";"46";".";"Triumph - Amourette Charm Maxi Blue nights - 46"
"10210687-3607";"77303";"77315";"7613138792780";"B80";".";"Triumph - Amourette Charm NO3 Blue Nights - B80"
"10210687-3607";"77303";"77316";"7613138792797";"B85";".";"Triumph - Amourette Charm NO3 Blue Nights - B85"
"10210687-3607";"77303";"77317";"7613138792803";"B90";".";"Triumph - Amourette Charm NO3 Blue Nights - B90"
"10210687-3607";"77303";"77318";"7613138792834";"C80";".";"Triumph - Amourette Charm NO3 Blue Nights - C80"
"10210687-3607";"77303";"77319";"7613138792841";"C85";".";"Triumph - Amourette Charm NO3 Blue Nights - C85"
"10210687-3607";"77303";"77320";"7613138792858";"C90";".";"Triumph - Amourette Charm NO3 Blue Nights - C90"
"10210687-3607";"77303";"77322";"7613138792889";"D80";".";"Triumph - Amourette Charm NO3 Blue Nights - D80"
"10210687-3607";"77303";"77323";"7613138792896";"D85";".";"Triumph - Amourette Charm NO3 Blue Nights - D85"
"10210687-3607";"77303";"77324";"7613138792902";"D90";".";"Triumph - Amourette Charm NO3 Blue Nights - D90"
"10210687-3607";"77303";"77325";"7613138792933";"E80";".";"Triumph - Amourette Charm NO3 Blue Nights - E80"
"10210687-3607";"77303";"77326";"7613138792940";"E85";".";"Triumph - Amourette Charm NO3 Blue Nights - E85"
"10210687-3607";"77303";"77327";"7613138844878";"E90";".";"Triumph - Amourette Charm NO3 Blue Nights - E90"
"G1170Black";"77350";"77353";"5715195012329";"L";".";"Gossia - Bukser Thilla Black - L"
"G1170Black";"77350";"77352";"5715195012312";"M";".";"Gossia - Bukser Thilla Black - M"
"G1170Black";"77350";"77351";"5715195012305";"S";".";"Gossia - Bukser Thilla Black - S"
"G1170Black";"77350";"77354";"5715195012336";"XL";".";"Gossia - Bukser Thilla Black - XL"
"40206Leogreen";"77358";"77361";"5715077071048";"L-XL";".";"Black Colour - Mesh bluse FLORENCE Leo green - L/XL"
"40206Leogreen";"77358";"77360";"5715077071055";"M-L";".";"Black Colour - Mesh bluse FLORENCE Leo green - M/L"
"40206Leogreen";"77358";"77359";"5715077071062";"S-M";".";"Black Colour - Mesh bluse FLORENCE Leo green - S/M"
"LR1096Armygreen";"77373";"77377";"5715193010020";"L-XL";".";"La Rôuge - Kjole Katinka Army green - L/XL"
"LR1096Armygreen";"77373";"77376";"5715193010013";"M-L";".";"La Rôuge - Kjole Katinka Army green - M/L"
"LR1096Armygreen";"77373";"77375";"5715193010006";"S-M";".";"La Rôuge - Kjole Katinka Army green - S/M"
"LR1096Armygreen";"77373";"77374";"5715193009994";"XS-S";".";"La Rôuge - Kjole Katinka Army green - XS/S"
"31787.04";"77506";"77526";"5740007508776";"GULDBELAGT";".";"Pure by Nat - Kæde med perler & sten Pink - Guldbelagt"
"102075390003";"77507";"77508";"7613137197203";"B80";".";"Triumph - Modern Lace+Cotton N White - B80"
"102075390003";"77507";"77509";"7613137197210";"B85";".";"Triumph - Modern Lace+Cotton N White - B85"
"102075390003";"77507";"77510";"7613137197227";"B90";".";"Triumph - Modern Lace+Cotton N White - B90"
"102075390003";"77507";"81448";"7613137197234";"B95";".";"Triumph - Modern Lace+Cotton N White - B95"
"102075390003";"77507";"81447";"7613137197340";"C105";".";"Triumph - Modern Lace+Cotton N White - C105"
"102075390003";"77507";"77511";"7613137197296";"C80";".";"Triumph - Modern Lace+Cotton N White - C80"
"102075390003";"77507";"77512";"7613137197302";"C85";".";"Triumph - Modern Lace+Cotton N White - C85"
"102075390003";"77507";"77513";"7613137197319";"C90";".";"Triumph - Modern Lace+Cotton N White - C90"
"102075390003";"77507";"81449";"7613137197326";"C95";".";"Triumph - Modern Lace+Cotton N White - C95"
"102075390003";"77507";"77514";"7613137197371";"D80";".";"Triumph - Modern Lace+Cotton N White - D80"
"102075390003";"77507";"77515";"7613137197388";"D85";".";"Triumph - Modern Lace+Cotton N White - D85"
"102075390003";"77507";"77516";"7613137197395";"D90";".";"Triumph - Modern Lace+Cotton N White - D90"
"102075390003";"77507";"81450";"7613137197401";"D95";".";"Triumph - Modern Lace+Cotton N White - D95"
"102075390003";"77507";"77517";"7613137197449";"E80";".";"Triumph - Modern Lace+Cotton N White - E80"
"102075390003";"77507";"77518";"7613137197456";"E85";".";"Triumph - Modern Lace+Cotton N White - E85"
"102075390003";"77507";"77519";"7613137197463";"E90";".";"Triumph - Modern Lace+Cotton N White - E90"
"102075390003";"77507";"81451";"7613137197470";"E95";".";"Triumph - Modern Lace+Cotton N White - E95"
"31787.02";"77528";"77529";"5740007508752";"GULDBELAGT";".";"Pure by Nat - Kæde med perler & sten White - Guldbelagt"
"31784.02";"77531";"77532";"5740007507540";"GULDBELAGT";".";"Pure by Nat - Lang lænkekæde Guld - Guldbelagt"
"31784.01";"77535";"77536";"5740007507533";"SOELVBELAGT";".";"Pure by Nat - Lang lænkekæde Sølv - Sølvbelagt"
"31792.02";"77539";"77540";"5740007508912";"GULDBELAGT";".";"Pure by Nat - Lang kæde med risperler White - Guldbelagt"
"31783.02";"77542";"77543";"5740007507502";"GULDBELAGT";".";"Pure by Nat - Lang åben lænkekæde Gold - Guldbelagt"
"45604.01";"77547";"77550";"5740007508271";"SOELVBELAGT";".";"Pure by Nat - Ovale øreringe 30mm. Silver - Sølvbelagt"
"45604.02";"77552";"77553";"5740007508288";"GULDBELAGT";".";"Pure by Nat - Ovale øreringe 30mm. Gold - Guldbelagt"
"45603.01";"77558";"77559";"5740007508257";"SOELVBELAGT";".";"Pure by Nat - Ovale øreringe 20 mm. Silver - Sølvbelagt"
"45603.02";"77561";"77562";"5740007508264";"GULDBELAGT";".";"Pure by Nat - Ovale øreringe 20mm. Gold - Guldbelagt"
"45593.02";"77569";"77570";"5740007508066";"GULDBELAGT";".";"Pure by Nat - Kædeørering med natursten multi pastel - Guldbelagt"
"45389.02";"77576";"77577";"5740007500121";"GULDBELAGT";".";"Pure by Nat - Dobbelt kædeørering Emalje green - Guldbelagt"
"45389.03";"77579";"77580";"5740007500114";"GULDBELAGT";".";"Pure by Nat - Dobbelt kædeørering Emalje coral - Guldbelagt"
"48233.05";"77582";"77583";"5740007509377";"SIZE-18-MM";".";"Pure by Nat - Ring med zirkoner Green - Size 18 mm."
"48233.05";"77582";"77584";"5740007509384";"SIZE-19-MM";".";"Pure by Nat - Ring med zirkoner Green - Size 19 mm."
"48244.02";"77590";"77591";"5740007508721";"GULDBELAGT";".";"Pure by Nat - Ring med kugler Gold - Guldbelagt"
"45586.03";"77594";"77595";"5740007507854";"GULDBELAGT";".";"Pure by Nat - Creoler med natursten Multi pastel - Guldbelagt"
"45586.07";"77598";"77599";"5740007507892";"GULDBELAGT";".";"Pure by Nat - Creoler med natursten Jade green - Guldbelagt"
"45586.05";"77601";"77602";"5740007507878";"GULDBELAGT";".";"Pure by Nat - Creoler med natursten White pearls - Guldbelagt"
"45588.01";"77604";"77605";"5740007507946";"SOELVBELAGT";".";"Pure by Nat - Øreringe med takker Silver - Sølvbelagt"
"45588.02";"77607";"77608";"5740007507953";"GULDBELAGT";".";"Pure by Nat - Øreringe med takker Gold - Guldbelagt"
"45592.03";"77612";"77613";"5740007508042";"GULDBELAGT";".";"Pure by Nat - Firkantet ørering m. zirkoner Pink - Guldbelagt"
"45607.04";"77615";"77616";"5740007508349";"GULDBELAGT";".";"Pure by Nat - Kædeørering med natursten Green - Guldbelagt"
"45607.03";"77619";"77620";"5740007508332";"GULDBELAGT";".";"Pure by Nat - Kædeørering med natursten Pink - Guldbelagt"
"40590.02";"77623";"77624";"5740007506680";"GULDBELAGT";".";"Pure by Nat - Åben lænkearmbånd Gold - Guldbelagt"
"40601.02";"77626";"77627";"5740007508851";"GULDBELAGT";".";"Pure by Nat - Armbånd med perler White pearls - Guldbelagt"
"40604.02";"77630";"77631";"5740007509032";"GULDBELAGT";".";"Pure by Nat - Armbånd med vedhæng Gold - Guldbelagt"
"40604.01";"77633";"77634";"5740007509025";"SOELVBELAGT";".";"Pure by Nat - Armbånd med vedhæng Silver - Sølvbelagt"
"40609.02";"77636";"77637";"5740007509186";"GULDBELAGT";".";"Pure by Nat - Armbånd med natursten Multi - Guldbelagt"
"126337Medgrey";"77674";"77677";"5715167575289";"L";".";"Free|quent T-shirt Fenjal five Med. Grey - L"
"126337Medgrey";"77674";"77676";"5715167575296";"M";".";"Free|quent T-shirt Fenjal five Med. Grey - M"
"126337Medgrey";"77674";"77675";"5715167575302";"S";".";"Free|quent T-shirt Fenjal five Med. Grey - S"
"126337Medgrey";"77674";"77678";"5715167575319";"XL";".";"Free|quent T-shirt Fenjal five Med. Grey - XL"
"126337Medgrey";"77674";"77679";"5715167575333";"XXL";".";"Free|quent T-shirt Fenjal five Med. Grey - XXL"
"126337navyblazer";"77681";"77684";"5715167575340";"L";".";"Free|quent T-shirt Fenjal five Navy Blazer - L"
"126337navyblazer";"77681";"77683";"5715167575357";"M";".";"Free|quent T-shirt Fenjal five Navy Blazer - M"
"126337navyblazer";"77681";"77682";"5715167575364";"S";".";"Free|quent T-shirt Fenjal five Navy Blazer - S"
"126337navyblazer";"77681";"77685";"5715167575371";"XL";".";"Free|quent T-shirt Fenjal five Navy Blazer - XL"
"126337navyblazer";"77681";"77686";"5715167575395";"XXL";".";"Free|quent T-shirt Fenjal five Navy Blazer - XXL"
"123112navyblazer";"77689";"77692";"5715167598158";"L";".";"Free|quent - Vest Olga Navy Blazer - L"
"123112navyblazer";"77689";"77691";"5715167598165";"M";".";"Free|quent - Vest Olga Navy Blazer - M"
"123112navyblazer";"77689";"77690";"5715167598172";"S";".";"Free|quent - Vest Olga Navy Blazer - S"
"123112navyblazer";"77689";"77693";"5715167598189";"XL";".";"Free|quent - Vest Olga Navy Blazer - XL"
"123112navyblazer";"77689";"81722";"5715167604347";"XS";".";"Free|quent - Vest Olga Navy Blazer - XS"
"123112navyblazer";"77689";"77694";"5715167598202";"XXL";".";"Free|quent - Vest Olga Navy Blazer - XXL"
"120302Mediumblue";"77697";"77700";"5713837841498";"L";".";"Free|quent - Bukser SHANTAL ANKEL RAW Medium blue - L"
"120302Mediumblue";"77697";"77699";"5713837841504";"M";".";"Free|quent - Bukser SHANTAL ANKEL RAW Medium blue - M"
"120302Mediumblue";"77697";"77698";"5713837841511";"S";".";"Free|quent - Bukser SHANTAL ANKEL RAW Medium blue - S"
"120302Mediumblue";"77697";"77701";"5713837841528";"XL";".";"Free|quent - Bukser SHANTAL ANKEL RAW Medium blue - XL"
"120302Mediumblue";"77697";"80856";"5713837841535";"XS";".";"Free|quent - Bukser SHANTAL ANKEL RAW Medium blue - XS"
"120302Mediumblue";"77697";"77702";"5713837841542";"XXL";".";"Free|quent - Bukser SHANTAL ANKEL RAW Medium blue - XXL"
"126514Black";"77719";"77722";"5715167666192";"L";".";"Free|quent - Bluse Andy smock Black - L"
"126514Black";"77719";"77721";"5715167666208";"M";".";"Free|quent - Bluse Andy smock Black - M"
"126514Black";"77719";"77720";"5715167666215";"S";".";"Free|quent - Bluse Andy smock Black - S"
"126514Black";"77719";"77723";"5715167666222";"XL";".";"Free|quent - Bluse Andy smock Black - XL"
"126514Black";"77719";"77724";"5715167666246";"XXL";".";"Free|quent - Bluse Andy smock Black - XXL"
"125726Kellygreen";"77726";"77729";"5715167886712";"L";".";"Free|quent - Mesh bluse Barbine Kelly green - L"
"125726Kellygreen";"77726";"77728";"5715167886729";"M";".";"Free|quent - Mesh bluse Barbine Kelly green - M"
"125726Kellygreen";"77726";"77727";"5715167886736";"S";".";"Free|quent - Mesh bluse Barbine Kelly green - S"
"125726Kellygreen";"77726";"77730";"5715167886743";"XL";".";"Free|quent - Mesh bluse Barbine Kelly green - XL"
"125726Kellygreen";"77726";"77731";"5715167886767";"XXL";".";"Free|quent - Mesh bluse Barbine Kelly green - XXL"
"Love765-2";"77733";"77737";"5714862242564";"L";".";"Love & Divine Skjorte LOVE765-2 Choco Dot - L"
"Love765-2";"77733";"77736";"5714862242557";"M";".";"Love & Divine Skjorte LOVE765-2 Choco Dot - M"
"Love765-2";"77733";"77735";"5714862242540";"S";".";"Love & Divine Skjorte LOVE765-2 Choco Dot - S"
"Love765-2";"77733";"77738";"5714862242571";"XL";".";"Love & Divine Skjorte LOVE765-2 Choco Dot - XL"
"Love765-2";"77733";"77734";"5714862242533";"XS";".";"Love & Divine Skjorte LOVE765-2 Choco Dot - XS"
"MLC2899-RE-80";"77748";"77751";"5712156280032";"L";".";"Marc Lauge - Leggings Theresa long legg Black - L"
"MLC2899-RE-80";"77748";"77750";"5712156280018";"M";".";"Marc Lauge - Leggings Theresa long legg Black - M"
"MLC2899-RE-80";"77748";"77749";"5712156279999";"S";".";"Marc Lauge - Leggings Theresa long legg Black - S"
"MLC2899-RE-80";"77748";"77752";"5712156280056";"XL";".";"Marc Lauge - Leggings Theresa long legg Black - XL"
"MLC2899-RE-80";"77748";"77753";"5712156280070";"XXL";".";"Marc Lauge - Leggings Theresa long legg Black - XXL"
"Love745Grey";"77765";"77769";"5714862213502";"L";".";"Love & Divine Cardigan LOVE745 Grey - L"
"Love745Grey";"77765";"77768";"5714862213496";"M";".";"Love & Divine Cardigan LOVE745 Grey - M"
"Love745Grey";"77765";"77767";"5714862213489";"S";".";"Love & Divine Cardigan LOVE745 Grey - S"
"Love745Grey";"77765";"77770";"5714862213519";"XL";".";"Love & Divine Cardigan LOVE745 Grey - XL"
"Love745Grey";"77765";"77766";"5714862213472";"XS";".";"Love & Divine Cardigan LOVE745 Grey - XS"
"Love745Cream";"77772";"77776";"5714862211195";"L";".";"Love & Divine Cardigan LOVE745 Cream - L"
"Love745Cream";"77772";"77775";"5714862211188";"M";".";"Love & Divine Cardigan LOVE745 Cream - M"
"Love745Cream";"77772";"77774";"5714862211171";"S";".";"Love & Divine Cardigan LOVE745 Cream - S"
"Love745Cream";"77772";"77777";"5714862211201";"XL";".";"Love & Divine Cardigan LOVE745 Cream - XL"
"Love745Cream";"77772";"77773";"5714862211164";"XS";".";"Love & Divine Cardigan LOVE745 Cream - XS"
"CS5758-001";"77780";"77782";"5712884872837";"36";".";"Copenhagen Shoes - Loafers Embrace plain Black - 36"
"CS5758-001";"77780";"77783";"5712884872851";"37";".";"Copenhagen Shoes - Loafers Embrace plain Black - 37"
"CS5758-001";"77780";"77784";"5712884872875";"38";".";"Copenhagen Shoes - Loafers Embrace plain Black - 38"
"CS5758-001";"77780";"77785";"5712884872899";"39";".";"Copenhagen Shoes - Loafers Embrace plain Black - 39"
"CS5758-001";"77780";"77786";"5712884872912";"40";".";"Copenhagen Shoes - Loafers Embrace plain Black - 40"
"CS5758-001";"77780";"77787";"5712884872936";"41";".";"Copenhagen Shoes - Loafers Embrace plain Black - 41"
"CCH1100-402";"77838";"77842";"5712116421635";"L";".";"Coster Copenhagen - Basic t-shirt CC HEART Emerald green - L"
"CCH1100-402";"77838";"77841";"5712116421628";"M";".";"Coster Copenhagen - Basic t-shirt CC HEART Emerald green - M"
"CCH1100-402";"77838";"77840";"5712116421611";"S";".";"Coster Copenhagen - Basic t-shirt CC HEART Emerald green - S"
"CCH1100-402";"77838";"77843";"5712116421642";"XL";".";"Coster Copenhagen - Basic t-shirt CC HEART Emerald green - XL"
"CCH1100-402";"77838";"77839";"5712116421604";"XS";".";"Coster Copenhagen - Basic t-shirt CC HEART Emerald green - XS"
"CCH1100-402";"77838";"77844";"5712116421659";"XXL";".";"Coster Copenhagen - Basic t-shirt CC HEART Emerald green - XXL"
"CCH1101-339";"77848";"77852";"5712116511923";"L";".";"Coster Copenhagen - V-neck t-shirt CC HEART Coffee - L"
"CCH1101-339";"77848";"77851";"5712116511916";"M";".";"Coster Copenhagen - V-neck t-shirt CC HEART Coffee - M"
"CCH1101-339";"77848";"77850";"5712116511909";"S";".";"Coster Copenhagen - V-neck t-shirt CC HEART Coffee - S"
